0,1,0,1,1,3,6,0,5,4,1,1,38,3,2,2,2,13,0,1,2,0,1,8,1,3,0,0,17,3,2,0,8,26,1,1,1,2,1,9,9,3,1,1,20,17,8,4,2,2,5,4,2,1,3,0,1,13,7,2,1,4,0,2,13,0,5,4,5,25,1,5,1,1,0,3,4,10,1,1,12,2,0,4,0,10,2,1,0,12,1,1,10,6,6,4,0,1,18,3,-0.16498841347515858
1,0,2,0,1,5,10,1,1,3,0,0,26,4,1,1,1,4,0,13,0,3,0,7,0,0,0,2,13,0,3,0,17,3,1,1,0,7,0,4,1,8,1,1,26,3,6,0,0,1,1,4,4,3,2,0,1,6,0,1,2,0,2,2,19,0,4,4,6,21,2,3,2,0,16,2,1,10,2,5,11,0,0,4,2,8,0,1,0,20,1,0,2,4,1,4,1,1,12,3,-0.1321293547892509
1,0,0,0,1,9,10,0,10,5,0,1,37,3,0,2,1,12,1,9,4,6,1,8,0,3,1,3,5,3,0,2,16,25,3,0,0,8,0,2,12,6,0,2,22,4,1,0,0,2,3,5,2,3,1,1,0,6,2,0,0,1,2,0,15,1,5,1,7,14,0,4,0,0,4,6,4,7,1,4,14,0,1,2,0,7,2,1,1,14,0,1,2,12,6,3,1,1,12,2,-0.07061720681763994
0,0,2,1,1,4,1,0,5,5,1,1,35,4,2,0,2,15,1,15,2,4,1,4,1,2,1,1,19,6,3,0,4,24,0,0,0,2,1,5,12,1,1,0,21,6,8,1,1,1,6,1,4,3,2,0,1,12,7,2,0,3,3,2,17,0,1,0,3,26,1,5,0,1,2,4,2,12,0,4,10,0,0,3,1,0,1,1,2,20,1,0,8,9,7,4,0,1,2,3,-0.026648450071259988
2,0,2,1,1,0,9,2,11,5,0,0,14,3,1,1,2,13,0,14,4,7,1,8,1,1,0,0,20,5,3,1,14,8,0,1,0,8,0,6,12,4,2,0,13,19,5,0,1,1,3,0,4,1,1,0,1,12,0,0,1,4,2,1,0,1,6,1,4,19,1,5,0,0,1,3,1,13,1,2,29,1,0,3,1,6,2,0,3,4,0,1,2,16,4,4,0,0,6,1,-0.06901897958118158
0,1,1,1,1,1,8,2,9,2,1,1,37,4,2,1,2,26,0,12,0,2,0,4,1,1,1,0,2,6,0,1,1,22,3,0,0,0,0,8,12,4,0,0,2,4,7,3,1,2,2,1,2,0,0,1,0,0,4,1,0,4,0,0,13,1,1,2,8,12,0,2,2,1,3,9,4,7,3,0,2,1,1,1,0,10,2,0,1,5,0,1,0,10,0,3,1,0,16,2,-0.02746519407895894
0,0,1,1,0,9,14,2,0,2,0,1,43,0,0,2,1,25,0,3,2,7,0,5,0,3,0,0,20,7,3,0,7,11,1,0,0,0,0,9,9,7,2,0,21,19,2,2,2,1,5,5,2,3,2,0,1,14,1,1,1,3,2,1,15,1,2,0,7,11,2,2,1,0,9,0,0,2,0,0,23,0,2,0,0,10,2,1,2,13,1,0,9,15,4,1,0,0,14,1,-0.11750059387397689
0,0,2,1,1,7,3,1,9,7,1,1,22,0,1,0,1,14,0,3,1,1,1,6,0,1,1,3,9,1,1,1,12,35,1,1,1,2,1,8,12,0,1,2,26,7,2,1,2,0,2,3,1,0,4,1,1,5,4,0,0,0,0,2,3,1,1,1,5,11,1,2,0,0,13,0,2,5,3,7,2,1,1,3,3,11,1,0,2,6,0,0,4,8,2,4,1,0,2,2,-0.08685429300886101
1,1,0,1,0,0,1,0,5,4,0,1,11,1,1,0,2,0,1,1,3,2,0,4,0,2,1,1,21,3,1,2,8,15,1,1,0,2,1,8,3,4,2,2,4,5,5,3,0,0,2,5,3,1,1,1,1,7,6,1,1,0,0,2,15,0,3,2,3,6,0,2,2,1,14,10,2,0,0,6,15,1,0,0,2,3,4,0,3,1,1,1,12,7,3,4,0,0,8,0,-0.13455093974564175
0,1,2,1,1,4,6,1,5,7,1,1,47,3,1,1,1,3,1,4,4,4,0,8,1,2,0,1,8,6,2,0,16,25,2,1,0,8,1,9,2,8,0,1,4,1,0,4,1,2,5,6,3,2,2,0,1,4,4,1,0,1,3,2,9,1,5,0,6,21,0,1,0,0,15,0,4,5,3,0,25,2,2,0,2,4,4,1,1,0,0,1,1,13,4,0,1,2,18,1,-0.035679991043432724
2,1,2,0,0,6,16,2,10,4,0,1,30,4,1,0,2,5,0,7,0,5,1,5,0,3,0,2,2,0,3,1,7,30,1,0,0,6,0,9,8,0,1,1,4,1,5,2,2,0,1,2,3,0,1,1,1,9,3,2,1,0,0,0,5,0,5,2,4,15,2,5,0,0,0,9,2,0,2,6,21,2,1,4,0,2,4,0,3,17,0,0,3,11,7,0,1,1,17,1,-0.15548237758557734
2,1,1,0,1,6,10,1,6,0,1,0,7,4,1,1,1,18,0,11,2,5,1,0,1,0,1,1,2,6,3,1,7,11,1,0,0,6,0,7,13,7,0,0,1,7,5,3,1,2,0,0,0,3,3,1,0,3,1,0,2,3,3,2,20,0,5,3,7,7,2,2,1,0,0,4,4,4,0,2,14,2,2,6,0,6,3,1,3,1,1,0,4,2,4,0,1,2,12,2,0.017146781108840582
2,0,1,0,0,7,13,0,11,3,1,1,12,4,0,0,1,18,0,1,2,4,1,2,0,0,0,0,21,7,1,0,8,24,2,0,0,3,1,6,1,1,0,2,23,9,6,1,0,2,2,0,2,1,2,1,0,3,1,0,2,3,2,1,1,0,4,4,5,4,1,4,0,0,7,5,0,7,4,2,16,0,2,4,1,7,4,0,0,3,0,1,12,4,5,1,1,1,11,1,-0.1428990682839676
2,0,0,0,1,2,8,0,10,5,0,1,54,3,1,2,0,21,1,8,1,1,0,6,1,0,0,1,20,7,3,2,9,33,1,1,0,0,1,7,12,1,2,2,19,9,5,2,0,1,0,0,1,2,1,0,0,6,0,2,0,4,2,2,2,0,0,4,0,17,1,0,1,1,14,7,2,9,0,0,2,1,0,5,2,1,2,0,3,12,0,0,6,10,6,4,0,0,13,0,-0.02704117080706588
2,0,2,1,1,2,2,2,3,1,1,0,45,4,0,2,1,24,0,6,4,4,0,5,0,2,1,1,4,6,1,1,10,24,0,1,1,6,0,0,11,4,2,0,12,16,1,1,0,1,2,5,3,2,3,0,1,6,0,0,2,1,0,1,14,1,1,1,1,13,0,1,2,0,7,4,4,12,1,5,0,2,0,5,2,7,1,0,1,15,0,0,7,7,1,1,1,1,9,3,-0.1297025040631251
0,0,0,1,0,2,8,2,4,5,0,0,28,1,1,1,0,14,1,14,1,7,1,1,1,0,0,2,3,1,1,1,5,14,3,0,1,7,1,4,14,3,0,0,18,3,6,2,0,0,5,2,2,3,4,1,1,5,7,2,0,1,1,1,5,1,6,2,5,3,0,5,1,1,13,6,4,9,1,0,22,1,2,1,1,9,1,0,3,10,1,1,1,8,4,2,1,1,17,1,-0.011684252142154645
1,1,0,1,0,7,5,0,4,1,0,0,46,1,0,2,2,15,1,2,4,1,1,6,1,3,0,0,19,7,3,0,4,22,3,0,1,7,0,5,10,2,1,1,12,17,8,3,2,1,4,1,1,3,4,1,0,10,7,1,2,3,3,1,2,0,4,2,2,13,0,6,2,0,11,6,3,4,4,4,19,2,1,3,1,10,2,0,3,12,1,1,1,1,3,1,0,2,10,2,-0.09843117875047103
0,0,1,1,0,7,0,1,1,7,1,1,45,4,0,1,1,4,0,11,0,4,1,7,1,0,0,3,3,1,3,1,17,1,1,0,0,7,1,3,4,6,1,2,15,1,0,2,2,0,6,0,3,0,0,1,1,0,4,0,0,2,4,1,6,0,1,3,4,21,2,3,2,0,10,5,1,14,2,7,27,0,1,5,2,9,3,0,0,6,0,0,0,13,0,3,0,1,0,3,-0.06608017760118348
0,0,1,1,0,8,6,0,1,0,0,0,46,1,1,0,0,28,0,6,4,0,0,8,1,2,1,3,1,5,3,2,14,31,3,0,0,7,1,3,14,2,2,1,29,16,4,0,1,2,6,6,3,2,0,1,0,9,6,2,0,2,3,0,5,0,6,4,6,25,1,0,1,1,12,3,1,0,2,1,9,2,0,5,1,6,4,1,2,6,1,0,6,9,0,3,1,2,7,2,-0.06799968183302263
1,0,0,0,1,5,10,2,6,2,0,0,18,4,2,0,2,25,1,3,0,0,1,1,1,0,1,3,14,5,2,2,13,11,0,0,0,1,0,2,14,2,1,1,13,12,1,3,2,1,1,6,3,2,4,0,0,1,1,1,0,4,2,1,2,1,0,3,0,13,0,2,0,1,4,1,2,2,0,1,11,1,2,0,1,6,1,1,3,13,0,0,11,14,7,0,1,2,7,1,-0.024825205225587916
2,1,2,0,1,1,4,0,9,2,1,0,23,2,0,0,0,13,0,13,3,5,1,0,1,1,1,2,16,3,1,0,12,30,3,0,1,0,1,6,6,0,2,1,7,13,5,1,2,0,4,1,1,0,1,0,0,1,1,1,2,2,0,2,7,0,5,1,7,14,1,6,1,1,0,11,2,5,3,1,0,2,0,5,1,9,3,1,1,1,0,1,8,3,3,3,1,0,12,0,0.0005052897464378573
0,1,2,0,0,9,2,0,2,6,1,1,30,1,0,0,2,1,0,5,4,0,1,3,0,0,0,2,18,1,0,2,3,32,3,1,0,6,1,6,10,0,1,2,13,17,8,1,1,1,0,2,2,1,3,1,0,9,5,2,2,4,1,1,17,1,6,2,0,10,2,5,2,1,16,4,0,7,2,1,13,0,1,6,0,1,3,1,3,3,0,1,4,15,1,0,1,2,8,3,-0.09610973740663427
0,0,2,0,1,1,15,2,11,2,0,1,18,0,2,2,0,3,0,12,3,3,0,3,1,2,0,1,2,3,1,1,14,28,3,1,1,5,1,7,13,7,0,1,18,14,1,4,2,0,4,0,3,0,0,0,0,1,5,2,2,2,2,2,12,0,2,1,5,5,1,5,0,0,1,11,2,13,0,4,10,2,2,3,3,5,0,1,3,8,0,0,6,7,0,0,1,2,7,2,-0.030496161757258406
2,0,1,0,0,7,14,0,11,1,0,0,27,2,2,0,1,24,0,11,4,2,1,0,1,0,0,2,15,5,2,0,6,17,1,0,0,3,0,2,0,4,2,2,7,9,1,3,2,2,6,3,0,2,0,1,1,4,3,0,2,4,0,1,20,0,3,1,7,25,2,6,0,0,15,11,0,8,5,5,26,1,0,5,1,0,2,1,2,13,1,1,7,13,7,1,0,1,13,3,-0.04066998163923017
2,1,2,0,0,0,5,0,1,3,0,1,62,2,1,2,0,9,0,5,1,2,0,7,1,3,0,3,5,4,3,1,16,29,3,0,1,2,0,0,13,9,2,2,7,21,3,0,0,2,2,0,4,2,0,0,1,11,3,2,2,3,1,2,19,1,2,1,2,18,2,2,2,0,12,10,1,6,0,3,22,0,1,1,0,10,4,1,0,2,1,0,6,11,7,1,1,2,17,0,-0.09458791816188712
2,1,2,0,1,5,3,1,1,5,0,1,15,3,1,2,0,29,1,10,4,1,1,2,1,3,0,1,7,5,2,0,1,32,3,0,1,3,0,3,7,9,0,0,16,2,6,0,2,1,5,6,2,3,0,0,1,6,6,2,2,3,4,1,7,1,4,1,7,12,0,0,1,1,3,0,3,11,1,2,13,0,2,3,2,4,1,1,0,6,1,0,7,9,4,1,0,0,7,2,-0.06109157707887797
0,0,1,0,0,8,14,0,0,1,0,1,62,2,0,0,1,9,0,6,0,5,1,6,0,1,0,2,23,0,0,2,8,35,0,1,0,8,0,6,7,3,2,1,20,14,8,0,2,0,6,0,1,3,0,1,0,11,7,1,2,4,4,1,19,1,0,2,8,22,0,3,1,1,14,7,2,0,1,2,0,1,2,5,2,0,2,1,1,10,0,1,5,5,7,2,1,1,2,3,-0.10346916725263997
2,0,0,1,1,1,0,0,5,2,0,1,22,0,1,2,2,16,1,9,1,5,1,3,0,2,1,3,22,6,0,2,5,9,1,0,1,2,0,6,8,9,2,2,17,4,4,3,2,2,2,4,4,3,3,1,0,4,6,0,0,2,3,0,0,1,2,0,2,18,0,0,1,0,8,7,4,12,2,1,22,2,1,6,0,2,1,0,3,2,0,1,2,4,4,3,1,1,16,2,-0.08371571141930173
1,0,1,0,1,5,2,2,9,1,0,0,13,0,1,2,2,21,1,2,1,5,1,1,0,0,1,3,19,1,3,0,4,23,0,1,1,4,1,6,14,3,1,2,13,8,8,1,0,1,4,7,3,2,1,0,1,14,3,2,2,4,0,1,10,0,1,2,8,10,1,2,0,1,15,7,2,13,5,2,17,2,0,0,3,5,2,1,1,6,0,0,11,9,4,3,0,2,11,0,-0.09906130738744487
2,0,0,1,1,4,14,0,3,4,0,0,23,3,2,1,2,18,1,6,3,2,0,7,1,3,1,3,10,3,0,2,10,16,3,1,0,4,0,6,11,9,1,0,6,9,1,2,1,1,1,5,1,0,1,0,0,4,4,1,0,2,3,2,8,0,3,3,8,25,1,1,1,1,10,0,2,6,3,5,10,1,2,2,1,9,0,0,1,11,0,0,6,3,0,1,1,1,15,1,-0.20950566673006793
0,1,0,0,0,8,2,2,2,3,0,1,59,0,1,0,0,22,1,12,2,4,1,3,0,2,1,1,4,1,0,2,1,16,2,0,0,1,0,5,2,3,1,2,30,13,4,1,1,0,5,0,4,1,3,1,1,12,2,1,0,2,3,1,2,1,6,4,6,20,2,0,1,0,0,10,1,0,0,6,8,2,1,5,3,9,1,0,3,16,1,1,4,3,4,0,0,2,7,0,-0.14117962849765037
0,0,0,0,0,9,12,2,1,7,0,1,18,4,0,1,0,8,0,0,1,7,1,5,0,3,1,1,17,2,1,0,11,22,3,0,0,8,0,6,13,3,1,0,13,6,0,1,0,1,7,2,1,0,3,0,0,0,0,2,1,2,2,1,16,1,5,4,7,20,2,4,0,1,6,11,4,13,1,2,7,0,2,0,2,3,3,1,3,12,1,0,3,5,6,2,1,2,3,0,-0.11221463037240029
0,0,1,1,1,10,4,2,8,1,0,0,18,0,0,2,2,21,1,9,3,1,0,1,0,2,1,2,22,3,1,1,3,27,0,1,1,5,0,2,5,7,2,1,32,13,3,3,1,0,4,3,3,3,0,0,1,11,5,1,0,1,1,1,2,0,3,2,3,5,1,0,0,1,10,3,0,1,1,0,20,0,2,1,2,0,4,0,3,16,0,1,8,2,7,4,0,1,16,2,-0.15094397920587577
1,0,1,1,0,2,10,1,10,0,1,0,25,3,0,0,2,11,1,2,2,2,1,1,1,0,1,1,4,2,3,2,10,35,2,0,1,6,1,1,12,6,0,2,3,0,6,0,0,2,0,3,2,1,4,1,0,3,1,0,0,4,0,0,2,1,5,1,2,22,0,2,1,0,2,8,1,2,5,0,26,0,1,1,1,3,2,1,2,16,1,0,5,2,5,3,0,2,16,3,-0.11358649903723131
2,0,2,0,1,0,5,2,8,1,0,1,15,2,2,0,1,3,0,1,4,0,1,4,0,1,0,3,16,7,2,2,6,16,0,0,0,4,1,5,5,8,0,1,13,21,2,0,2,0,7,7,3,2,3,1,1,0,1,0,2,4,3,2,12,0,0,1,5,28,0,3,0,0,7,4,0,5,4,2,4,0,1,5,0,3,4,0,2,18,0,1,9,17,1,1,0,2,17,0,-0.12759509176606698
2,1,0,0,0,8,8,0,0,5,0,0,23,0,2,2,1,11,1,6,1,5,1,2,1,1,0,2,23,4,0,2,8,4,1,0,0,3,1,7,10,9,1,0,17,8,1,0,1,0,3,6,3,2,3,0,0,1,3,2,0,0,4,1,18,1,6,0,7,11,1,2,1,0,15,5,0,1,3,2,2,2,0,1,3,3,0,0,1,15,0,0,10,6,0,0,0,2,13,1,0.01513992583471239
0,0,2,1,0,10,9,0,11,4,1,0,55,2,2,0,1,26,0,9,3,6,0,4,0,0,1,3,17,1,1,2,3,7,3,0,1,3,1,9,2,0,2,1,18,15,0,4,1,1,6,3,1,2,1,1,1,4,2,1,2,0,2,1,12,1,6,3,8,28,0,0,1,0,16,3,3,14,4,5,6,0,2,5,2,5,2,0,2,4,1,1,2,3,7,1,1,2,10,2,-0.17932941095909072
0,1,1,0,0,4,1,2,0,4,0,1,25,1,1,2,1,10,0,12,4,6,1,6,0,3,1,0,12,6,2,1,13,0,3,0,0,5,1,5,14,6,1,1,5,17,4,0,0,0,3,6,3,2,0,0,0,2,7,1,1,2,3,2,9,1,5,3,3,29,0,3,0,1,6,6,4,5,5,2,11,2,1,6,2,8,1,1,3,12,0,1,12,1,6,2,1,0,10,1,-0.143969463383901
2,1,0,1,0,1,2,1,1,1,0,0,26,1,0,0,2,6,1,5,1,0,0,1,0,2,1,3,4,5,0,0,8,26,3,0,1,2,0,4,14,7,2,1,28,20,1,2,1,1,2,0,4,1,2,1,0,1,1,0,1,3,3,1,20,1,2,2,6,28,1,2,0,0,9,10,1,14,0,1,6,0,0,3,0,3,2,0,3,16,0,0,1,8,2,4,1,2,14,1,-0.16409280583986324
1,1,2,1,1,7,2,1,9,0,0,1,50,3,0,0,1,17,0,12,0,4,0,3,0,1,0,0,14,1,0,0,14,12,2,0,1,1,0,0,2,3,0,2,26,13,1,1,1,1,7,0,0,3,0,1,0,3,4,0,2,3,3,1,10,1,6,3,2,17,2,5,0,0,6,3,3,10,0,2,23,1,0,2,1,5,3,1,2,2,1,0,6,4,7,3,1,1,2,0,-0.06925397381471188
1,1,1,0,1,6,3,2,7,7,1,1,21,0,1,1,0,1,1,13,4,3,1,8,1,2,1,3,19,0,1,0,0,26,0,1,0,8,0,6,6,4,0,1,0,6,8,1,1,1,6,2,2,0,2,1,0,14,4,1,1,2,1,1,0,0,1,2,8,20,1,4,0,0,10,0,2,6,3,3,11,2,2,0,1,4,2,0,2,10,1,0,9,8,6,2,1,1,12,3,-0.03769617835921357
1,0,2,0,1,9,4,2,6,1,0,1,52,1,1,2,1,12,0,8,0,5,0,5,1,0,0,2,17,0,2,2,1,25,3,0,0,7,0,5,12,4,1,1,7,5,5,4,1,1,6,3,2,1,1,1,1,9,0,2,1,4,3,2,5,1,6,4,6,11,1,4,0,1,5,9,4,0,0,3,9,1,1,3,2,11,0,0,2,17,1,0,0,13,4,2,1,0,10,3,-0.02622955486355577
1,1,2,0,1,9,2,1,10,5,0,0,13,2,2,1,2,22,1,4,0,1,0,2,1,2,0,3,3,1,0,0,9,3,0,1,1,6,0,7,7,8,1,2,33,9,6,0,2,1,2,4,0,1,2,1,0,2,4,0,0,2,0,2,13,1,1,1,1,20,0,4,2,0,4,10,3,14,1,7,28,0,0,1,2,3,2,0,0,0,0,0,2,15,5,4,1,2,15,0,-0.028750228695541814
0,0,1,0,0,6,1,0,10,4,1,1,55,0,1,1,0,20,1,1,4,4,0,7,0,2,1,3,13,2,1,0,0,10,2,0,1,0,0,2,4,1,2,1,2,16,6,1,0,1,6,1,3,2,4,0,0,13,2,2,2,4,1,1,5,0,2,3,3,16,1,4,2,0,14,4,3,10,3,1,1,2,1,4,2,7,4,0,0,17,0,0,11,3,4,3,1,1,7,3,-0.1615749104602519
2,1,0,0,0,10,6,1,8,3,0,1,37,1,1,2,0,18,0,7,4,4,0,5,0,3,0,3,17,0,3,0,9,3,0,1,1,3,1,5,12,0,2,1,7,7,7,0,1,2,7,2,0,0,3,0,0,0,1,0,2,4,3,0,9,0,4,4,2,28,1,6,2,0,9,0,4,9,3,4,23,2,0,0,2,0,2,0,3,3,1,0,10,0,2,2,0,1,11,0,-0.12554370805402548
0,0,0,0,0,0,3,1,5,6,0,0,48,0,1,1,0,14,0,12,3,6,0,4,1,1,0,3,3,5,0,2,17,31,1,0,1,6,0,0,12,9,0,0,14,17,8,3,2,2,1,6,0,2,1,1,0,0,5,1,1,4,1,0,7,1,4,2,2,21,0,2,0,0,13,5,4,7,4,4,25,1,0,4,1,8,4,1,1,0,1,0,3,7,5,1,1,2,9,0,-0.06176432312374125
2,0,0,1,1,8,6,0,9,4,1,1,12,0,1,2,0,2,0,10,3,5,1,5,1,1,1,2,8,0,1,0,2,7,3,0,0,7,1,2,6,1,0,0,26,9,6,1,1,1,5,1,0,1,4,1,0,8,4,0,2,0,4,1,8,1,3,0,0,20,2,0,0,1,6,1,2,2,4,1,30,2,2,6,3,11,4,1,3,8,0,1,11,1,7,2,1,1,4,0,-0.15612354932134148
1,0,2,0,1,6,11,0,11,0,0,0,38,0,2,2,0,15,1,1,2,3,1,8,0,3,0,2,13,3,3,1,6,30,1,1,0,3,1,0,11,8,2,1,33,14,8,1,2,2,5,1,1,0,1,0,0,0,5,0,2,2,2,0,16,1,5,4,4,12,2,0,1,0,14,10,3,9,2,3,17,0,1,2,2,9,1,1,0,9,1,1,8,7,3,3,1,0,2,3,-0.10045767105981963
1,0,1,1,0,2,11,2,8,0,0,1,55,1,0,0,2,26,0,9,2,0,0,1,1,1,0,3,15,2,3,0,1,26,0,1,0,3,1,5,8,9,2,1,3,12,0,4,0,2,3,4,4,0,1,1,1,10,2,0,0,1,0,1,10,0,1,2,1,20,0,3,0,1,14,8,3,1,4,0,3,2,1,5,3,9,2,0,1,16,0,1,1,8,7,4,0,2,9,2,-0.05139638984921609
1,1,2,1,1,3,2,0,9,2,0,1,10,0,2,1,2,24,1,14,2,7,1,1,0,2,1,0,20,7,1,2,9,25,1,0,0,7,0,2,9,9,0,0,28,6,8,3,2,0,6,6,0,1,2,0,1,12,6,0,2,2,3,0,16,1,0,1,0,23,0,6,2,0,8,7,1,2,2,0,8,0,0,2,1,6,4,1,2,1,1,1,8,15,4,2,1,1,13,1,-0.1301787588135582
1,0,0,1,0,6,12,2,11,5,1,1,56,3,0,0,0,2,1,10,4,1,1,7,1,1,0,0,12,2,1,0,5,24,3,0,0,7,0,0,13,5,1,1,20,19,4,4,0,0,6,6,3,3,3,0,0,1,1,2,1,2,2,2,17,0,1,3,8,21,1,4,0,0,15,5,3,8,2,7,14,0,0,5,1,4,2,1,0,18,1,1,12,5,2,0,1,0,0,0,-0.06563410604077058
2,1,1,1,0,6,17,1,11,0,1,0,21,1,1,1,0,6,0,14,1,7,0,5,1,3,0,1,21,3,0,0,5,2,3,0,1,3,0,0,5,3,2,1,33,11,2,3,2,1,5,7,2,1,0,0,1,10,1,0,1,0,0,0,17,0,3,2,1,13,2,2,2,0,7,2,2,0,1,1,22,1,0,1,1,5,2,0,2,13,0,1,2,17,7,0,0,2,4,2,0.025489367654633794
0,0,1,0,1,2,5,0,3,6,1,1,37,4,2,2,1,30,1,14,3,4,0,0,0,3,0,0,0,2,0,1,6,34,3,0,0,8,0,1,13,8,0,1,17,19,6,3,0,0,5,2,0,2,4,1,1,6,4,0,0,4,1,1,12,1,2,4,7,5,1,2,2,0,12,10,0,3,2,6,16,0,1,2,2,3,0,1,3,16,1,0,9,6,0,1,1,2,4,2,-0.15290988164786656
2,0,0,0,1,1,16,0,7,7,0,1,41,2,1,2,1,30,0,4,2,7,1,5,1,0,1,1,7,0,1,1,11,28,3,0,1,7,0,1,8,2,2,2,10,19,6,1,0,1,2,0,1,0,0,0,1,10,3,0,1,0,1,2,19,0,1,1,3,1,0,2,1,1,12,3,2,9,4,0,15,0,2,0,1,4,3,0,3,15,0,1,5,7,3,3,1,1,1,3,-0.008333060007785349
2,1,2,0,1,8,3,2,4,5,1,0,5,2,2,0,0,3,0,6,2,2,0,4,1,0,0,3,20,2,3,2,6,19,3,0,1,3,1,5,5,2,0,0,0,12,8,0,1,2,6,2,2,2,0,1,0,8,4,2,1,4,4,1,13,0,5,3,5,18,0,0,1,0,0,11,3,0,4,6,16,0,2,0,0,7,2,0,3,5,0,0,10,1,5,2,1,1,13,1,-0.0026775542309818894
1,1,0,1,0,7,13,1,2,6,1,0,46,0,0,0,2,16,0,4,4,4,0,8,1,2,0,0,20,2,2,2,15,20,3,0,1,7,0,3,1,5,1,2,28,6,3,3,1,1,3,7,3,3,0,1,1,5,0,1,0,1,1,1,20,1,6,2,4,27,2,2,2,0,14,9,2,6,1,5,3,0,0,4,1,6,4,1,1,15,1,1,11,9,1,2,0,2,6,1,-0.03921030693048484
1,1,0,1,1,5,14,2,6,2,1,1,31,4,2,2,0,8,0,4,4,0,1,0,0,0,1,0,11,4,0,1,15,3,2,1,1,0,0,8,10,2,1,2,28,19,7,1,1,2,6,3,4,3,3,1,0,12,7,0,0,3,2,0,11,0,5,0,5,7,1,0,1,0,0,8,0,14,4,4,4,1,1,6,1,4,1,1,3,19,1,1,11,9,6,3,1,1,9,3,-0.07632153227809191
1,0,2,1,1,10,8,1,6,4,1,0,59,0,0,0,2,24,0,4,0,1,0,7,0,0,1,2,18,7,2,0,13,21,1,1,1,5,1,1,9,7,1,0,3,20,0,3,0,0,6,5,1,2,2,0,1,3,4,2,0,2,0,1,7,1,4,3,2,1,2,5,1,0,3,9,0,13,5,4,1,0,0,3,0,1,3,0,0,11,1,1,12,4,6,3,1,1,18,0,-0.1497365696520616
2,0,2,1,1,6,8,2,9,5,0,1,6,1,1,1,2,28,0,2,0,0,1,6,1,2,1,3,12,1,2,1,17,14,0,0,0,0,0,0,12,0,1,0,2,18,7,0,0,0,4,1,2,0,1,1,0,6,7,2,0,1,1,2,10,1,4,0,5,0,1,1,1,0,16,7,4,11,1,3,26,0,2,3,3,0,2,0,3,11,0,1,7,10,0,2,0,2,9,2,-0.048820635676652735
1,0,1,1,0,5,10,1,1,0,1,0,18,0,0,2,2,8,1,12,1,4,1,0,0,2,1,0,12,0,2,1,7,17,2,0,1,6,0,6,6,9,1,1,7,4,3,3,0,0,2,5,0,2,3,1,0,13,5,0,0,1,1,2,1,1,1,3,1,1,1,5,2,0,0,4,2,3,2,2,4,0,1,3,2,11,4,0,3,19,0,1,1,13,2,2,1,2,11,3,-0.11580872143135575
2,1,1,0,1,5,0,1,6,4,0,1,4,2,0,1,0,11,0,9,3,4,0,0,1,0,0,2,10,5,1,2,5,9,1,1,1,6,0,9,2,3,0,0,17,0,4,0,0,2,0,0,0,0,1,0,0,11,2,2,0,4,4,2,12,0,3,1,8,25,1,0,0,1,4,8,0,4,5,4,25,2,1,3,0,4,3,0,1,9,1,0,2,14,0,0,1,1,14,1,-0.14054812515334789
0,0,0,0,0,5,13,1,11,3,0,0,1,3,0,1,0,9,0,5,0,6,0,6,0,2,0,0,22,0,1,2,11,20,1,0,1,8,0,1,7,6,0,1,13,4,2,1,2,2,5,4,4,2,4,1,0,1,6,2,1,3,3,2,19,1,5,2,7,29,1,3,0,1,12,10,3,11,3,6,25,2,1,3,1,5,2,0,3,19,0,0,10,7,6,3,1,0,16,3,-0.11797163939847301
1,1,2,0,1,7,7,0,0,0,1,0,11,3,0,0,2,24,0,4,1,4,0,3,0,2,1,2,9,1,1,1,2,29,2,0,1,4,0,5,8,6,2,1,2,16,3,1,1,0,1,3,3,0,2,0,1,1,5,0,2,0,3,1,12,0,2,2,2,16,2,2,2,0,15,11,2,9,2,3,13,1,1,4,1,5,2,1,2,3,1,0,10,4,0,4,1,0,18,3,-0.10620509016097365
0,0,2,1,1,2,7,2,8,7,0,0,12,4,0,1,2,14,0,0,3,7,1,2,1,1,0,1,23,5,2,1,14,30,0,1,0,3,0,6,14,6,1,1,27,3,8,1,2,0,3,1,2,2,1,1,1,13,2,2,2,4,3,2,17,0,5,3,2,2,2,2,1,1,0,9,4,9,2,3,2,1,0,2,0,6,3,1,1,11,0,0,4,3,4,0,0,2,13,0,-0.060988391030485214
